ResponseId,f_aff,f_ener,f_acc,f_ang,f_int,f_calm,f_app,f_cont,f_dis,f_qui,f_sad,f_emb,f_bor,f_anx,f_rela,f_fear,f_pea,f_sha,f_reli,f_gui,f_hap,f_pro,f_amu,f_joy,f_irr,f_fru,f_exc,f_conc,f_lon,i_aff,i_ener,i_acc,i_ang,i_int,i_calm,i_app,i_cont,i_dis,i_qui,i_sad,i_emb,i_bor,i_anx,i_rela,i_fear,i_pea,i_sha,i_reli,i_gui,i_hap,i_pro,i_amu,i_joy,i_irr,i_fru,i_exc,i_conc,i_lon,ftp1,ftp2,ftp3,ftp4,ftp5,ftp6,ftp7,ftp8,ftp9,ftp10,tipi1,tipi2,tipi3,tipi4,tipi5,tipi6,tipi7,tipi8,tipi9,tipi10,health,risk_self,risk_pop,risk_comp,age,gender_all,race_all,educ,income,emp,emp_affect,livealone,gender_bin_f,race_bin,emp_bin,FTP_av,FTP_Opp,FTP_Ext,FTP_Con,Openness,Conscientiousness,Extraversion,Agreeableness,Em_Stability,avg_f_pos,avg_f_neg,avg_i_pos,avg_i_neg
R_1MMK1s8lQeZ0irf,2,2,1,2,2,1,2,0,3,2,2,2,3,3,1,3,1,2,1,2,2,1,2,2,3,3,2,3,4,3,1,2,2,1,1,1,NA,3,1,3,1,2,3,1,3,1,1,1,2,2,1,1,1,2,3,1,3,4,3,3,3,4,5,2,3,2,3,2,6,3,4,1,6,3,6,1,3,3,2,4,3,4,20,female,White or European-American,Some college or technical school,"$120,000 to $140,000",Working for pay (part-time or full-time),0,No,Female,White,Working,3,3,4,2,4.5,2.5,4.5,4.5,2,1.5,2.692307692,1.266666667,2.461538462
R_1n1RIpOMdrwOQBO,2,3,1,2,3,3,3,3,1,3,2,2,3,1,3,1,3,1,3,2,3,2,2,2,1,1,2,2,2,2,3,2,1,2,3,2,3,1,3,2,1,1,2,3,1,3,1,2,1,3,2,3,3,2,2,3,2,1,6,6,6,6,3,6,6,4,6,3,6,5,4,5,7,3,5,3,5,5,5,1,3,1,20,male,more than one race,Some college or technical school,"$140,000 to $160,000",Not currently working for pay,1,No,Non-female,Non-white,Not_working,5.2,6,6,4,6,3.5,4.5,5,5,2.5625,1.615384615,2.625,1.384615385
R_1rdhPjqQosajtVi,1,2,3,2,1,3,2,3,1,2,2,1,3,2,3,1,2,NA,1,1,2,2,1,1,2,2,1,2,2,3,2,2,3,2,3,1,2,3,1,2,3,4,2,1,1,1,0,1,1,3,2,1,1,3,3,1,1,1,5,7,7,6,5,5,4,5,3,3,3,3,6,5,6,2,6,5,7,3,3,1,2,1,20,male,White or European-American,Some college or technical school,"$30,000 to $40,000",Not currently working for pay,4,No,Non-female,White,Not_working,5,5,6,5,4.5,5.5,2.5,4.5,6,1.875,1.75,1.6875,2.076923077
R_21yWtevMZBmuBy4,2,1,2,1,2,2,1,2,NA,2,2,NA,3,2,2,1,1,NA,1,NA,2,2,2,2,1,1,2,2,3,1,1,2,1,2,2,1,2,0,2,2,0,3,2,2,1,1,0,2,0,2,2,2,1,1,2,3,1,3,4,4,4,4,4,3,4,3,4,3,1,2,5,3,3,2,3,5,3,5,3,3,3,3,20,female,White or European-American,Some college or technical school,"$50,000 to $60,000",Working for pay (part-time or full-time),3,No,Female,White,Working,3.7,4,4,3,4,5,1.5,2.5,3,1.75,1.777777778,1.75,1.230769231
R_237cDMSelgN9O5w,2,1,2,1,2,2,2,2,NA,3,2,2,2,1,2,1,2,NA,NA,NA,2,1,2,0,2,2,1,2,2,2,1,2,1,2,1,2,2,0,2,3,1,2,3,1,2,1,0,0,0,2,2,2,NA,1,1,1,2,3,5,5,6,6,3,3,3,4,3,3,2,5,4,3,5,2,6,6,4,3,2,3,4,2,20,female,White or European-American,Some college or technical school,"Less than $10,000",Not currently working for pay,2,No,Female,White,Not_working,4.1,5,6,4,4,5,2,5.5,3.5,1.733333333,1.7,1.533333333,1.461538462
R_24epq7A1wV58Rrv,2,3,3,0,3,4,2,3,0,1,0,0,2,1,4,0,3,0,2,0,3,2,2,3,0,0,2,2,0,2,3,3,NA,4,3,3,3,NA,2,NA,NA,1,3,3,NA,3,NA,2,NA,3,3,4,3,NA,NA,3,3,NA,7,7,7,7,5,5,7,7,6,3,7,3,7,7,7,7,6,7,6,6,4,1,2,2,20,male,Hispanic or Latinx,Some college or technical school,"$20,000 to $30,000",Not currently working for pay,4,No,Non-female,Non-white,Not_working,6.1,7,7,7,6.5,7,7,4.5,6.5,2.625,0.384615385,2.9375,2.333333333
R_28J8m5oNePWh9HP,2,3,1,2,1,1,2,2,2,4,2,0,3,3,2,1,1,0,2,0,2,1,1,NA,2,2,1,2,3,1,3,2,3,2,2,2,2,1,3,2,NA,4,2,2,1,1,NA,1,NA,2,1,1,0,3,2,1,1,3,7,7,7,7,7,7,7,7,6,5,2,4,5,2,2,2,5,4,5,4,3,1,5,0,20,male,White or European-American,Some college or technical school,"$60,000 to $80,000",Not currently working for pay,0,No,Non-female,White,Not_working,6.7,7,7,7,3,4.5,2,4.5,3.5,1.733333333,1.692307692,1.625,2.2
R_2cooydfXmnCP7GM,NA,3,2,0,2,3,1,4,1,4,2,0,3,NA,3,0,3,0,2,0,2,1,3,3,0,1,1,1,0,0,3,1,NA,1,3,1,3,4,4,1,NA,2,0,4,NA,3,NA,4,NA,3,1,4,2,NA,4,1,1,NA,5,7,7,7,2,1,7,6,4,3,6,7,2,7,5,3,7,1,7,5,3,2,3,0,20,male,White or European-American,Some college or technical school,"Less than $10,000",Not currently working for pay,2,No,Non-female,White,Not_working,4.9,5,7,6,5,1.5,4.5,7,7,2.466666667,0.666666667,2.375,2
R_2f6RBehEF5HTJTS,NA,2,1,1,2,2,2,1,2,3,3,1,2,2,1,2,1,0,1,0,2,1,2,1,1,2,2,3,3,0,2,1,2,1,2,3,2,1,3,3,1,2,2,1,2,1,NA,2,NA,1,1,2,1,1,2,2,3,4,3,4,4,6,5,5,3,3,4,3,2,5,3,5,5,1,6,3,5,2,1,3,4,4,20,male,Hispanic or Latinx,Some college or technical school,"$20,000 to $30,000",Not currently working for pay,4,No,Non-female,Non-white,Not_working,4,3,6,3,3.5,3,1.5,5.5,5,1.6,1.692307692,1.5625,2.090909091
R_2QWjfzgU17A9o1E,2,1,2,2,NA,2,NA,1,0,4,2,0,4,2,2,0,1,0,NA,0,2,1,1,1,2,2,NA,2,3,2,1,1,1,0,1,0,1,NA,4,3,NA,3,3,2,NA,1,NA,0,NA,1,1,1,1,3,3,0,2,4,6,7,7,7,5,6,7,6,5,4,2,3,6,5,6,1,6,5,4,6,4,2,4,0,20,male,Hispanic or Latinx,Graduated high school (or GED),"$100,000 to $120,000",Not currently working for pay,3,No,Non-female,Non-white,Not_working,6,6,7,6,6,5.5,1.5,4.5,4.5,1.666666667,1.461538462,1.0625,2.75
R_2uJamdxAOZAWQOR,2,2,3,1,2,2,2,3,NA,0,1,0,3,2,3,1,3,0,2,0,3,0,3,2,2,1,1,1,1,2,1,1,2,2,3,1,3,0,NA,1,NA,2,1,3,1,3,NA,2,NA,3,NA,1,2,1,1,2,2,1,5,6,5,6,5,5,4,7,3,6,7,3,6,5,4,6,6,6,4,5,4,2,3,2,20,female,Asian or Asian-American,Some college or technical school,"$120,000 to $140,000",Working for pay (part-time or full-time),0,No,Female,Non-white,Working,5.2,5,6,7,4.5,6,6.5,4.5,4.5,2.0625,1.083333333,2.071428571,1.2
R_2ZDLz9eUoan1hy3,1,1,2,2,2,1,2,2,2,3,2,2,3,3,1,2,2,1,1,2,2,2,1,1,2,2,1,3,3,2,1,3,2,2,1,1,2,2,3,2,3,3,2,1,2,1,3,2,3,2,2,3,1,1,3,2,2,2,5,4,6,6,3,3,5,4,5,5,1,5,5,2,3,1,4,5,4,5,4,2,3,1,20,female,White or European-American,Some college or technical school,"$60,000 to $80,000",Working for pay (part-time or full-time),4,No,Female,White,Working,4.6,5,6,4,4,5,1,4.5,3,1.5625,2.230769231,1.8125,2.307692308
R_30q4NGiLPWTFIYG,2,2,1,0,2,4,3,2,0,0,1,2,2,2,1,NA,2,NA,1,NA,2,2,2,2,1,1,1,1,2,1,1,2,NA,1,3,3,2,NA,NA,1,2,1,2,2,0,2,0,2,0,1,2,2,1,1,2,1,1,1,5,4,5,4,4,4,3,5,4,4,1,3,5,4,5,1,5,4,5,4,2,2,3,3,20,female,Black or African-American,Some college or technical school,"$50,000 to $60,000",Not currently working for pay,0,No,Female,Non-white,Not_working,4.2,5,4,5,4.5,4.5,1,4,4.5,1.8125,1.2,1.733333333,1
R_31EDsy0iJWBNyWB,1,2,2,2,2,2,1,1,2,2,2,2,3,2,1,1,1,2,1,2,2,2,2,1,3,2,2,1,2,1,2,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,1,2,1,2,2,1,3,2,2,1,2,2,3,3,3,2,2,2,6,5,3,2,4,4,3,3,2,5,5,5,3,3,1,1,1,20,male,White or European-American,Some college or technical school,"$80,000 to $100,000",Not currently working for pay,3,No,Non-female,White,Not_working,3.1,2,3,6,3,4.5,2,4.5,4,1.5625,2,1.5,1.769230769
R_3KNJ8LHD8uyTX0a,2,1,1,2,NA,2,2,1,2,2,2,0,2,2,1,2,1,0,0,1,1,0,2,1,2,2,0,3,2,3,1,1,2,0,2,3,1,1,2,2,NA,2,3,1,3,1,NA,NA,2,1,NA,2,1,2,3,NA,3,2,6,6,5,6,2,4,5,3,3,2,3,5,2,2,2,3,7,3,2,7,4,2,4,2,20,female,Asian or Asian-American,Some college or technical school,"Greater than $250,000",Not currently working for pay,0,No,Female,Non-white,Not_working,4.2,6,6,3,4.5,2.5,3,6,2,1.133333333,1.692307692,1.461538462,2.272727273
R_3MDPqTgZ3uSAQLb,2,1,1,NA,3,3,4,2,0,3,NA,0,3,1,3,0,3,0,2,0,3,2,2,2,1,1,2,0,3,3,1,2,0,2,3,4,2,NA,3,0,NA,3,1,3,NA,4,NA,1,NA,3,2,1,2,1,1,1,NA,2,6,4,7,6,7,5,6,4,6,5,7,3,3,5,7,6,7,3,6,6,4,1,3,0,20,male,more than one race,Graduated high school (or GED),"$140,000 to $160,000",Not currently working for pay,3,No,Non-female,Non-white,Not_working,5.6,6,6,4,6.5,3,6.5,5,5.5,2.375,0.818181818,2.3125,1.142857143
R_3oL9lAACZWmecha,2,1,1,1,1,3,1,1,2,2,2,2,2,2,3,2,2,2,2,NA,3,2,2,2,1,NA,1,1,2,2,1,1,1,1,2,1,1,1,1,2,2,2,2,3,1,2,2,2,0,2,2,3,2,1,0,2,2,2,4,4,3,2,3,4,4,5,5,4,5,3,4,4,3,4,4,5,3,4,3,2,3,2,20,male,Asian or Asian-American,Graduated high school (or GED),"$10,000 to $20,000",Not currently working for pay,2,Yes,Non-female,Non-white,Not_working,3.8,4,2,5,3.5,4.5,4.5,3.5,3.5,1.8125,1.727272727,1.75,1.384615385
R_3sgXGR9An7LpCDJ,1,1,2,2,1,2,3,2,0,3,3,NA,4,3,1,1,2,1,2,NA,2,2,1,2,2,2,2,3,3,1,2,4,2,2,2,4,2,NA,3,3,0,4,3,1,1,2,2,1,0,3,4,3,1,2,3,4,3,3,7,7,7,7,7,7,7,6,7,5,5,3,7,4,7,3,6,7,6,5,3,2,4,3,20,male,White or European-American,Some college or technical school,Decline to answer,Not currently working for pay,4,No,Non-female,White,Not_working,6.7,7,7,6,6,7,4,4.5,5,1.8125,2.181818182,2.4375,2.166666667
R_7QjDyMBsHFLhNf3,2,3,2,1,2,3,2,3,1,2,1,1,2,2,2,1,2,0,2,0,2,1,3,2,1,2,2,0,2,2,2,1,1,2,3,2,3,2,4,2,2,1,2,2,1,2,NA,3,NA,3,2,3,2,1,2,3,NA,2,7,6,7,6,6,5,6,5,4,3,2,2,7,3,5,1,7,6,4,3,2,3,4,2,20,male,Asian or Asian-American,Graduated high school (or GED),"$60,000 to $80,000",Not currently working for pay,0,No,Non-female,Non-white,Not_working,5.5,7,6,5,4,6.5,1.5,4.5,3.5,2.1875,1.076923077,2.4375,1.6
R_pJDgHGRNlOmPwQh,NA,0,0,2,1,2,1,1,0,4,2,0,4,3,2,1,0,0,0,0,NA,0,2,0,2,1,0,2,4,0,NA,NA,1,1,2,1,1,NA,4,2,NA,4,2,1,1,NA,NA,NA,NA,0,NA,1,NA,2,2,NA,1,4,5,3,3,6,4,2,3,3,4,5,2,3,7,3,3,1,2,3,6,6,4,0,4,1,20,female,White or European-American,Some college or technical school,"Less than $10,000",Working for pay (part-time or full-time),1,No,Female,White,Working,3.8,5,6,3,4.5,5,1.5,2.5,4.5,0.928571429,1.615384615,1.222222222,2.111111111
R_PZmtrvw5AKx3YIx,NA,NA,1,2,3,NA,3,2,0,2,NA,0,NA,1,NA,0,3,0,NA,0,4,NA,1,2,NA,1,2,3,0,0,0,2,1,2,0,1,1,NA,2,0,NA,0,1,0,NA,2,NA,0,NA,2,0,2,1,0,2,2,1,NA,3,3,3,4,5,4,4,1,4,1,5,2,5,5,5,2,6,3,7,4,5,0,1,0,20,male,White or European-American,Graduated high school (or GED),"$30,000 to $40,000",Not currently working for pay,1,Yes,Non-female,White,Not_working,3.2,3,4,1,4.5,4,3.5,4,6,2.3,0.7,1.0625,0.714285714
R_Umv5zd9ai6PK3st,2,2,3,2,1,2,1,1,2,3,2,2,3,2,2,1,1,2,2,0,2,2,3,2,2,2,3,2,2,2,3,2,1,1,1,2,2,1,3,1,2,2,1,2,1,2,2,2,NA,2,2,2,3,2,3,2,2,2,3,4,4,2,4,5,4,4,4,4,5,3,3,4,3,4,4,3,5,3,4,2,5,3,20,male,Asian or Asian-American,Graduated high school (or GED),"$60,000 to $80,000",Not currently working for pay,3,No,Non-female,Non-white,Not_working,3.8,3,2,4,3,3,4.5,3.5,4.5,2,1.846153846,2.0625,1.666666667
R_XBLVxzaVcNdPVkt,NA,1,2,3,NA,4,2,4,3,4,3,2,4,2,4,1,2,0,1,3,1,0,2,NA,3,3,0,3,3,0,1,1,2,0,4,2,4,3,3,2,1,4,2,4,1,2,NA,1,1,1,NA,2,0,2,3,NA,2,3,5,5,7,7,5,3,4,2,5,1,2,7,7,2,6,1,7,7,5,5,5,0,5,1,20,female,White or European-American,Graduated high school (or GED),"$140,000 to $160,000",Not currently working for pay,0,No,Female,White,Not_working,4.4,5,7,2,5.5,7,1.5,7,3.5,2.076923077,2.538461538,1.785714286,2.166666667
R_10CpKHeGuLq5EVZ,1,1,0,1,0,2,1,0,3,3,3,4,4,4,2,1,2,3,2,4,2,1,1,0,2,3,2,3,4,1,4,NA,2,NA,1,1,NA,3,3,4,4,4,3,1,2,4,3,2,4,1,2,1,NA,3,4,1,2,4,3,6,5,7,3,1,3,1,1,1,1,6,1,3,6,2,6,2,6,5,3,1,3,1,21,female,Hispanic or Latinx,Some college or technical school,"$20,000 to $30,000",Not currently working for pay,4,No,Female,Non-white,Not_working,3.1,3,7,1,5.5,1.5,1.5,6,4.5,1.25,3,1.833333333,3.230769231
R_1DLTiBiLWIQPtLw,0,0,0,4,NA,NA,0,NA,4,3,4,2,4,2,0,3,NA,4,1,3,NA,NA,0,NA,4,4,0,2,3,NA,NA,NA,4,0,0,NA,0,4,3,4,3,4,1,NA,2,0,4,2,4,0,0,NA,0,3,4,NA,1,4,3,5,4,5,3,3,5,2,2,2,1,2,1,2,2,5,1,2,2,4,1,3,3,3,21,male,Asian or Asian-American,Some college or technical school,"$30,000 to $40,000",Working for pay (part-time or full-time),2,No,Non-female,Non-white,Working,3.4,3,5,2,3,1.5,3,1.5,2,0.444444444,3.307692308,0.555555556,3.230769231
R_1gSGFMuyfFbm1bP,2,1,1,2,2,2,2,2,1,2,2,1,3,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,3,3,2,2,3,3,2,2,1,2,3,3,2,3,3,2,1,1,2,1,3,2,2,2,2,3,3,3,2,2,5,4,5,7,6,5,6,3,3,3,3,5,2,3,6,3,5,2,3,5,4,1,3,2,21,male,White or European-American,Some college or technical school,"$60,000 to $80,000",Not currently working for pay,4,No,Non-female,White,Not_working,4.7,5,7,3,5.5,2,3,5,3,1.75,1.923076923,2.0625,2.461538462
R_1InkP2jcOJkedNi,1,1,2,2,3,2,1,2,1,3,2,1,2,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,1,1,2,1,2,6,3,4,5,3,4,5,3,4,2,3,6,4,4,5,2,4,5,6,6,2,2,3,3,21,male,Asian or Asian-American,Some college or technical school,"$50,000 to $60,000",Working for pay (part-time or full-time),3,No,Non-female,Non-white,Working,3.9,6,5,3,5.5,4.5,2.5,5,5,1.625,1.384615385,1.375,1.076923077
R_28IK6BmdTyMvVUC,2,2,2,1,2,3,2,2,1,2,1,0,2,2,2,0,3,NA,2,0,3,2,2,2,1,1,2,1,2,2,1,2,1,2,3,3,3,1,2,1,NA,2,2,3,NA,2,0,3,NA,3,2,2,2,1,1,3,1,2,7,7,7,6,5,5,7,4,4,2,3,5,5,4,4,2,5,6,6,5,4,1,3,1,21,male,White or European-American,Some college or technical school,"$30,000 to $40,000",Working for pay (part-time or full-time),1,No,Non-female,White,Working,5.4,7,6,4,4.5,5.5,2.5,5,5,2.1875,1,2.375,1.2
R_2cnFmG0nyTDrXQA,2,NA,1,2,2,3,2,2,2,3,2,0,3,2,2,2,2,0,2,4,2,NA,2,2,3,2,NA,2,3,2,0,1,2,1,2,2,1,1,3,2,NA,3,2,1,1,1,NA,1,3,1,0,2,2,3,2,0,3,1,5,4,4,6,5,5,3,3,4,3,2,3,5,3,6,1,5,3,5,5,4,1,4,1,21,female,Asian or Asian-American,Some college or technical school,Decline to answer,Not currently working for pay,0,No,Female,Non-white,Not_working,4.2,5,6,3,5.5,4,1.5,4,4,2.076923077,2.076923077,1.25,2.090909091
R_2fizBq5wFXbmgjy,2,2,2,1,3,3,3,2,1,1,2,NA,3,1,2,1,3,NA,NA,NA,3,2,3,2,1,1,3,1,1,2,2,3,1,3,2,3,2,1,1,1,0,3,1,3,1,2,0,0,0,3,1,3,2,1,1,2,1,1,7,7,7,7,7,7,7,7,7,7,4,6,5,6,4,5,6,7,5,6,4,0,3,0,21,male,White or European-American,"Completed 4-year college (BA, BS)","$10,000 to $20,000",Working for pay (part-time or full-time),4,No,Non-female,White,Working,7,7,7,7,5,6,4.5,6,5.5,2.4,1.3,2.125,0.923076923
R_2VanakUnb6LSEFr,2,3,3,1,2,2,3,3,1,3,2,1,1,3,3,2,3,0,2,1,2,1,2,2,NA,2,2,3,2,1,2,2,1,3,3,3,2,1,3,1,2,2,3,3,2,3,NA,2,1,3,2,2,3,0,1,2,3,2,7,7,7,7,6,6,7,7,7,6,2,7,7,2,5,2,7,7,5,4,5,1,4,0,21,female,Asian or Asian-American,Some college or technical school,"$60,000 to $80,000",Not currently working for pay,4,No,Female,Non-white,Not_working,6.7,7,7,7,4.5,7,2,7,3.5,2.375,1.583333333,2.4375,1.583333333
R_egMGMYyQm1UIjjb,2,1,1,2,1,1,2,1,0,2,2,1,3,4,1,3,1,2,1,0,1,0,1,1,2,3,0,3,2,1,2,1,2,2,3,1,2,NA,2,3,1,3,3,2,2,2,1,2,NA,2,NA,2,1,3,3,NA,4,2,5,5,5,6,3,3,4,3,5,1,3,3,4,2,5,2,5,4,3,5,4,3,3,4,21,female,White or European-American,Some college or technical school,"$180,000 to $200,000",Not currently working for pay,0,No,Female,White,Not_working,4,5,6,3,5,4,2.5,4,2.5,1.0625,2.076923077,1.785714286,2.454545455
R_ODaEj7KgXiqH929,2,1,2,2,1,2,2,2,2,3,2,1,3,3,2,2,2,1,2,1,2,2,1,2,2,2,2,2,3,3,2,2,3,2,3,2,3,3,3,3,1,3,3,3,2,2,1,3,1,3,3,3,2,3,3,3,3,3,6,6,6,6,4,4,5,5,4,3,6,2,7,2,3,2,5,4,3,7,4,3,4,2,21,female,more than one race,Some college or technical school,"$140,000 to $160,000",Working for pay (part-time or full-time),1,No,Female,Non-white,Working,4.9,6,6,5,5,5.5,4,3.5,2.5,1.875,2,2.625,2.461538462
R_rpr5rA4E8GN7bMd,NA,0,1,1,2,2,3,2,1,0,0,0,2,1,3,NA,NA,0,0,0,2,0,2,1,2,2,0,3,3,0,NA,1,2,3,2,4,2,1,NA,NA,NA,1,1,2,0,0,NA,NA,NA,2,NA,1,1,2,2,NA,3,1,6,7,6,7,7,7,7,3,3,2,1,3,5,2,7,4,5,3,6,7,3,2,4,3,21,male,Black or African-American,"Completed 4-year college (BA, BS)","$80,000 to $100,000",Not currently working for pay,0,No,Non-female,Non-white,Not_working,5.5,6,7,3,7,4,2.5,4,4,1.285714286,1.25,1.636363636,1.444444444
R_VI1V8qVmCsvxtFD,2,2,4,1,3,3,2,1,0,4,2,0,4,2,2,1,2,0,0,1,2,3,2,2,1,3,2,0,2,2,1,4,1,3,2,1,1,NA,4,2,NA,3,1,2,1,2,NA,NA,1,2,3,2,2,3,3,2,NA,1,7,7,7,7,7,7,7,7,7,7,7,6,7,3,5,5,5,7,3,6,4,0,3,0,21,female,White or European-American,Some college or technical school,"$100,000 to $120,000",Not currently working for pay,0,No,Female,White,Not_working,7,7,7,7,5.5,7,6,5.5,3,2.25,1.307692308,2.2,1.777777778
R_VUpikGhV49dbgdP,2,NA,2,3,1,1,2,2,2,4,4,2,4,3,2,3,2,1,1,2,2,1,2,1,3,3,NA,3,2,3,0,1,3,1,2,2,1,2,3,3,2,4,3,1,2,1,2,2,1,1,1,2,1,3,4,0,2,2,5,6,4,4,2,1,4,3,2,1,2,2,5,1,7,2,6,1,2,5,4,2,5,2,21,female,White or European-American,Some college or technical school,"Less than $10,000",Not currently working for pay,3,No,Female,White,Not_working,3.2,5,4,3,6,3,2,4,1.5,1.785714286,2.692307692,1.375,2.538461538
R_x3HpXkR73pe5sWt,2,1,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,3,1,1,2,1,3,2,3,2,1,1,2,2,1,3,2,2,2,1,2,2,2,2,3,2,2,2,2,2,3,6,5,6,7,2,2,7,5,4,3,6,1,2,2,6,7,5,1,3,7,3,2,2,2,21,female,White or European-American,Some college or technical school,"$220,000 to $250,000",Working for pay (part-time or full-time),2,No,Female,White,Working,4.7,6,7,5,6.5,1.5,6.5,3,2.5,1.8125,1.769230769,2,1.846153846
R_XR1j1ACZdaDLPxL,2,NA,NA,2,2,2,3,NA,2,3,2,0,3,4,1,2,1,NA,0,2,1,0,NA,1,3,2,2,3,4,1,0,0,2,1,2,3,0,1,3,2,NA,4,4,1,2,1,0,NA,2,2,NA,0,1,2,4,3,3,4,7,7,7,7,7,7,7,5,7,4,2,2,5,3,6,1,7,6,6,5,4,2,2,1,21,male,Asian or Asian-American,Some college or technical school,"$40,000 to $50,000",Not currently working for pay,0,No,Non-female,Non-white,Not_working,6.5,7,7,5,5.5,5.5,1.5,4.5,4.5,1.5,2.416666667,1.285714286,2.5
R_Z9I5RKJVRu9EdRn,1,1,2,2,1,3,2,1,1,3,3,1,3,2,2,1,1,NA,0,0,2,1,1,2,2,2,1,2,4,2,1,1,3,2,2,2,2,1,2,4,1,4,4,2,2,1,0,NA,NA,2,1,2,2,3,4,2,3,4,5,7,5,6,6,5,6,4,6,6,6,2,6,2,7,4,5,2,5,5,4,1,3,1,21,female,Asian or Asian-American,Graduated high school (or GED),"$200,000 to $220,000",Not currently working for pay,0,No,Female,Non-white,Not_working,5.6,5,6,4,6,4,5,3.5,3.5,1.5,1.916666667,1.733333333,2.75
R_1dAYE2Zdfsq8RSD,2,1,0,3,1,1,0,0,2,3,4,2,4,2,1,0,1,1,0,3,1,0,1,0,3,3,1,2,4,3,3,NA,4,1,1,NA,NA,3,4,4,4,4,3,1,NA,2,3,NA,4,1,NA,2,NA,3,4,2,3,4,3,2,4,2,4,3,3,2,3,3,3,1,1,2,7,3,4,1,1,5,4,2,2,1,22,male,White or European-American,Some college or technical school,"$50,000 to $60,000",Not currently working for pay,1,Yes,Non-female,White,Not_working,2.9,3,2,2,6,1,3,2.5,1.5,0.8125,2.538461538,2,3.583333333
R_1f1Q6TCiQbm7YH4,1,1,0,2,0,2,1,0,3,3,2,1,3,3,1,2,0,1,1,3,2,2,1,2,3,4,1,2,4,3,2,NA,2,NA,1,2,NA,3,4,3,1,4,3,1,2,NA,3,2,3,1,3,2,1,4,3,1,3,4,2,4,3,5,2,1,1,3,2,2,1,3,3,6,6,2,3,2,5,7,2,2,3,4,22,other gender,more than one race,Some college or technical school,"$80,000 to $100,000",Working for pay (part-time or full-time),2,No,Non-female,Non-white,Working,2.5,2,5,3,6.5,2.5,1.5,3,5.5,1.125,2.538461538,1.916666667,2.923076923
R_1FIJWiB85oxKx4t,2,1,1,0,2,3,2,3,NA,3,1,0,2,1,3,1,2,0,2,0,2,NA,2,2,0,0,2,1,3,1,2,1,NA,1,3,2,3,0,3,1,NA,2,1,3,1,2,NA,1,NA,2,0,2,2,NA,NA,2,1,3,4,3,4,6,4,3,5,4,6,4,1,5,5,3,6,2,6,5,5,6,4,1,3,1,22,male,White or European-American,Some college or technical school,"$80,000 to $100,000",Not currently working for pay,0,No,Non-female,White,Not_working,4.3,4,6,4,6,5,1.5,5.5,4,2.133333333,0.75,1.875,1.285714286
R_1itCOuKieDH0SBW,2,3,2,1,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,1,2,2,2,2,2,2,3,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,2,6,6,6,6,2,3,6,1,4,4,7,6,7,2,7,5,7,5,6,7,4,2,3,2,22,female,Asian or Asian-American,Some college or technical school,"$80,000 to $100,000",Not currently working for pay,3,No,Female,Non-white,Not_working,4.4,6,6,1,7,6,6,6.5,4,2.0625,2,2.0625,2.230769231
R_1mlxpRBLFpNt22c,2,1,2,2,2,2,3,2,1,2,2,1,2,3,1,2,1,0,2,0,2,2,2,2,2,1,1,2,2,2,2,2,3,2,2,3,3,2,3,4,1,4,4,2,3,2,NA,2,NA,3,2,3,2,3,3,2,4,3,6,6,6,4,5,5,6,5,5,6,5,3,6,3,5,3,6,5,5,5,5,1,3,1,22,female,White or European-American,"Completed 4-year college (BA, BS)","$160,000 to $180,000",Working for pay (part-time or full-time),1,No,Female,White,Working,5.4,6,4,5,5,5.5,4,4.5,4,1.8125,1.538461538,2.3125,3.090909091
R_1r8FI4Y3NRHg6p3,1,1,1,2,2,2,1,1,0,3,2,2,2,3,1,1,1,2,1,2,1,1,2,1,2,2,1,2,1,2,1,2,2,1,1,1,2,NA,3,2,1,3,3,1,2,1,1,2,1,2,1,2,1,3,3,2,3,1,5,5,6,7,6,5,6,6,6,6,3,3,5,2,5,2,4,5,5,4,2,1,3,1,22,male,White or European-American,Some college or technical school,"$50,000 to $60,000",Not currently working for pay,2,Yes,Non-female,White,Not_working,5.8,5,7,6,4.5,5,2.5,3.5,3.5,1.3125,1.769230769,1.5625,2.083333333
R_28NXdw0f1sn9uac,1,2,1,2,2,3,4,3,0,3,2,0,4,4,3,3,2,0,2,2,2,0,2,2,2,2,2,1,4,2,2,1,1,2,2,4,2,NA,3,3,NA,4,4,2,3,2,NA,1,3,2,NA,2,1,3,2,1,2,4,7,7,7,7,5,6,3,3,7,1,7,5,7,2,6,7,7,2,4,6,4,3,4,3,22,female,White or European-American,"Completed 4-year college (BA, BS)",Decline to answer,Not currently working for pay,4,No,Female,White,Not_working,5.3,7,7,3,6,4.5,7,6,3,2.125,2,1.933333333,2.9
